p max 2002 69800
a 0 1390 6958
a 0 1391 6599
a 0 1392 6314
a 0 1393 6348
a 0 1394 6694
a 0 1395 7319
a 0 1396 8076
a 0 1397 8843
a 0 1398 8950
a 0 1399 8500
a 0 1400 7426
a 0 1401 5873
a 0 1402 5647
a 0 1403 6854
a 0 1404 7600
a 0 1405 7815
a 0 1406 7728
a 0 1407 7338
a 0 1408 7152
a 0 1409 7024
a 0 1410 6966
a 0 1411 6938
a 0 1412 6919
a 0 1413 7050
a 0 1414 7362
a 0 1415 7863
a 0 1416 8440
a 0 1417 9047
a 0 1418 9061
a 0 1419 8551
a 0 1420 7443
a 0 1421 5867
a 0 1422 5455
a 0 1423 6508
a 0 1424 7098
a 0 1425 7151
a 0 1426 6991
a 0 1427 6613
a 0 1428 6533
a 0 1429 6570
a 0 1430 6734
a 0 1431 6889
a 0 1432 7021
a 0 1433 7231
a 0 1434 7584
a 0 1435 8024
a 0 1436 8534
a 0 1437 9093
a 0 1438 9073
a 0 1439 8530
a 0 1440 7444
a 0 1441 5891
a 0 1442 5297
a 0 1443 6276
a 0 1444 6786
a 0 1445 6753
a 0 1446 6567
a 0 1447 6182
a 0 1448 6069
a 0 1449 6140
a 0 1450 6342
a 0 1451 6556
a 0 1452 6776
a 0 1453 7074
a 0 1454 7467
a 0 1455 7930
a 0 1456 8439
a 0 1457 8999
a 0 1458 8965
a 0 1459 8443
a 0 1460 7386
a 0 1461 5848
a 0 1462 5146
a 0 1463 6040
a 0 1464 6472
a 0 1465 6334
a 0 1466 6038
a 0 1467 5616
a 0 1468 5450
a 0 1469 5483
a 0 1470 5712
a 0 1471 5988
a 0 1472 6292
a 0 1473 6642
a 0 1474 7079
a 0 1475 7624
a 0 1476 8171
a 0 1477 8752
a 0 1478 8811
a 0 1479 8366
a 0 1480 7329
a 0 1481 5832
a 0 1482 4909
a 0 1483 5729
a 0 1484 6012
a 0 1485 5723
a 0 1486 5362
a 0 1487 4907
a 0 1488 4668
a 0 1489 4671
a 0 1490 4850
a 0 1491 5103
a 0 1492 5446
a 0 1493 5861
a 0 1494 6389
a 0 1495 7066
a 0 1496 7764
a 0 1497 8470
a 0 1498 8638
a 0 1499 8292
a 0 1500 7343
a 0 1501 5873
a 0 1502 4738
a 0 1503 5522
a 0 1504 5760
a 0 1505 5462
a 0 1506 5108
a 0 1507 4699
a 0 1508 4427
a 0 1509 4367
a 0 1510 4454
a 0 1511 4683
a 0 1512 5076
a 0 1513 5567
a 0 1514 6213
a 0 1515 7011
a 0 1516 7769
a 0 1517 8474
a 0 1518 8628
a 0 1519 8271
a 0 1520 7312
a 0 1521 5865
a 0 1522 4658
a 0 1523 5438
a 0 1524 5726
a 0 1525 5483
a 0 1526 5201
a 0 1527 4899
a 0 1528 4669
a 0 1529 4582
a 0 1530 4603
a 0 1531 4877
a 0 1532 5390
a 0 1533 5988
a 0 1534 6700
a 0 1535 7570
a 0 1536 8265
a 0 1537 8814
a 0 1538 8837
a 0 1539 8393
a 0 1540 7363
a 0 1541 5858
a 0 1542 4646
a 0 1543 5412
a 0 1544 5703
a 0 1545 5448
a 0 1546 5140
a 0 1547 4874
a 0 1548 4690
a 0 1549 4665
a 0 1550 4762
a 0 1551 5200
a 0 1552 5858
a 0 1553 6565
a 0 1554 7317
a 0 1555 8181
a 0 1556 8772
a 0 1557 9161
a 0 1558 9061
a 0 1559 8528
a 0 1560 7410
a 0 1561 5867
a 0 1562 4709
a 0 1563 5479
a 0 1564 5762
a 0 1565 5512
a 0 1566 5203
a 0 1567 4973
a 0 1568 4846
a 0 1569 4931
a 0 1570 5151
a 0 1571 5739
a 0 1572 6500
a 0 1573 7268
a 0 1574 8020
a 0 1575 8797
a 0 1576 9274
a 0 1577 9520
a 0 1578 9296
a 0 1579 8630
a 0 1580 7472
a 0 1581 5884
a 0 1582 4874
a 0 1583 5711
a 0 1584 6086
a 0 1585 5913
a 0 1586 5607
a 0 1587 5397
a 0 1588 5342
a 0 1589 5518
a 0 1590 5876
a 0 1591 6615
a 0 1592 7431
a 0 1593 8185
a 0 1594 8830
a 0 1595 9468
a 0 1596 9758
a 0 1597 9838
a 0 1598 9496
a 0 1599 8742
a 0 1600 7500
a 0 1601 5876
a 0 1602 5112
a 0 1603 6036
a 0 1604 6477
a 0 1605 6390
a 0 1606 6065
a 0 1607 5822
a 0 1608 5775
a 0 1609 6026
a 0 1610 6472
a 0 1611 7305
a 0 1612 8118
a 0 1613 8838
a 0 1614 9373
a 0 1615 9845
a 0 1616 10000
a 0 1617 10000
a 0 1618 9599
a 0 1619 8804
a 0 1620 7552
a 0 1621 5895
a 0 1622 5327
a 0 1623 6316
a 0 1624 6769
a 0 1625 6622
a 0 1626 6184
a 0 1627 5770
a 0 1628 5635
a 0 1629 5879
a 0 1630 6429
a 0 1631 7295
a 0 1632 8078
a 0 1633 8752
a 0 1634 9248
a 0 1635 9643
a 0 1636 9783
a 0 1637 9860
a 0 1638 9527
a 0 1639 8747
a 0 1640 7545
a 0 1641 5939
a 0 1642 5430
a 0 1643 6472
a 0 1644 6927
a 0 1645 6765
a 0 1646 6287
a 0 1647 5772
a 0 1648 5587
a 0 1649 5769
a 0 1650 6287
a 0 1651 7038
a 0 1652 7664
a 0 1653 8214
a 0 1654 8665
a 0 1655 9060
a 0 1656 9293
a 0 1657 9555
a 0 1658 9360
a 0 1659 8677
a 0 1660 7528
a 0 1661 5953
a 0 1662 5468
a 0 1663 6536
a 0 1664 7015
a 0 1665 6859
a 0 1666 6405
a 0 1667 5857
a 0 1668 5619
a 0 1669 5720
a 0 1670 6117
a 0 1671 6695
a 0 1672 7165
a 0 1673 7611
a 0 1674 8017
a 0 1675 8431
a 0 1676 8778
a 0 1677 9207
a 0 1678 9149
a 0 1679 8592
a 0 1680 7507
a 0 1681 5973
a 0 1682 5412
a 0 1683 6416
a 0 1684 6846
a 0 1685 6616
a 0 1686 6164
a 0 1687 5607
a 0 1688 5321
a 0 1689 5317
a 0 1690 5611
a 0 1691 6020
a 0 1692 6394
a 0 1693 6815
a 0 1694 7283
a 0 1695 7790
a 0 1696 8308
a 0 1697 8901
a 0 1698 8977
a 0 1699 8505
a 0 1700 7495
a 0 1701 5979
a 0 1702 5204
a 0 1703 6070
a 0 1704 6397
a 0 1705 6024
a 0 1706 5550
a 0 1707 4958
a 0 1708 4657
a 0 1709 4562
a 0 1710 4766
a 0 1711 5045
a 0 1712 5399
a 0 1713 5845
a 0 1714 6440
a 0 1715 7117
a 0 1716 7824
a 0 1717 8579
a 0 1718 8782
a 0 1719 8389
a 0 1720 7447
a 0 1721 5992
a 0 1722 4977
a 0 1723 5775
a 0 1724 6043
a 0 1725 5676
a 0 1726 5266
a 0 1727 4753
a 0 1728 4453
a 0 1729 4337
a 0 1730 4428
a 0 1731 4628
a 0 1732 5004
a 0 1733 5499
a 0 1734 6174
a 0 1735 6969
a 0 1736 7768
a 0 1737 8522
a 0 1738 8746
a 0 1739 8378
a 0 1740 7426
a 0 1741 5959
a 0 1742 4826
a 0 1743 5578
a 0 1744 5855
a 0 1745 5543
a 0 1746 5253
a 0 1747 4897
a 0 1748 4633
a 0 1749 4475
a 0 1750 4472
a 0 1751 4648
a 0 1752 5073
a 0 1753 5694
a 0 1754 6511
a 0 1755 7403
a 0 1756 8188
a 0 1757 8846
a 0 1758 8941
a 0 1759 8469
a 0 1760 7466
a 0 1761 5972
a 0 1762 4702
a 0 1763 5421
a 0 1764 5687
a 0 1765 5431
a 0 1766 5219
a 0 1767 4981
a 0 1768 4735
a 0 1769 4536
a 0 1770 4428
a 0 1771 4560
a 0 1772 4982
a 0 1773 5725
a 0 1774 6672
a 0 1775 7719
a 0 1776 8534
a 0 1777 9146
a 0 1778 9126
a 0 1779 8555
a 0 1780 7465
a 0 1781 5944
a 0 1782 4663
a 0 1783 5386
a 0 1784 5663
a 0 1785 5491
a 0 1786 5294
a 0 1787 5119
a 0 1788 4878
a 0 1789 4665
a 0 1790 4482
a 0 1791 4624
a 0 1792 5013
a 0 1793 5761
a 0 1794 6755
a 0 1795 7852
a 0 1796 8655
a 0 1797 9260
a 0 1798 9203
a 0 1799 8594
a 0 1800 7476
a 0 1801 5945
a 0 1802 4741
a 0 1803 5517
a 0 1804 5844
a 0 1805 5744
a 0 1806 5534
a 0 1807 5388
a 0 1808 5137
a 0 1809 4924
a 0 1810 4721
a 0 1811 4885
a 0 1812 5164
a 0 1813 5882
a 0 1814 6811
a 0 1815 7886
a 0 1816 8659
a 0 1817 9285
a 0 1818 9221
a 0 1819 8620
a 0 1820 7479
a 0 1821 5925
a 0 1822 4903
a 0 1823 5732
a 0 1824 6124
a 0 1825 6053
a 0 1826 5814
a 0 1827 5631
a 0 1828 5388
a 0 1829 5160
a 0 1830 4984
a 0 1831 5153
a 0 1832 5301
a 0 1833 5898
a 0 1834 6732
a 0 1835 7698
a 0 1836 8440
a 0 1837 9152
a 0 1838 9146
a 0 1839 8567
a 0 1840 7462
a 0 1841 5904
a 0 1842 5094
a 0 1843 5973
a 0 1844 6414
a 0 1845 6377
a 0 1846 6048
a 0 1847 5760
a 0 1848 5530
a 0 1849 5364
a 0 1850 5286
a 0 1851 5500
a 0 1852 5556
a 0 1853 5954
a 0 1854 6576
a 0 1855 7363
a 0 1856 8032
a 0 1857 8806
a 0 1858 8926
a 0 1859 8438
a 0 1860 7404
a 0 1861 5896
a 0 1862 5333
a 0 1863 6302
a 0 1864 6856
a 0 1865 6861
a 0 1866 6491
a 0 1867 6070
a 0 1868 5864
a 0 1869 5783
a 0 1870 5890
a 0 1871 6211
a 0 1872 6278
a 0 1873 6501
a 0 1874 6878
a 0 1875 7345
a 0 1876 7835
a 0 1877 8572
a 0 1878 8739
a 0 1879 8310
a 0 1880 7346
a 0 1881 5872
a 0 1882 5548
a 0 1883 6678
a 0 1884 7408
a 0 1885 7528
a 0 1886 7250
a 0 1887 6800
a 0 1888 6624
a 0 1889 6615
a 0 1890 6818
a 0 1891 7138
a 0 1892 7177
a 0 1893 7292
a 0 1894 7461
a 0 1895 7680
a 0 1896 8012
a 0 1897 8653
a 0 1898 8760
a 0 1899 8310
a 0 1900 7349
a 0 1901 5881
a 0 1902 5694
a 0 1903 6978
a 0 1904 7899
a 0 1905 8219
a 0 1906 8139
a 0 1907 7797
a 0 1908 7693
a 0 1909 7711
a 0 1910 7929
a 0 1911 8165
a 0 1912 8180
a 0 1913 8193
a 0 1914 8265
a 0 1915 8327
a 0 1916 8513
a 0 1917 8977
a 0 1918 8962
a 0 1919 8410
a 0 1920 7387
a 0 1921 5900
a 0 1922 5539
a 0 1923 6879
a 0 1924 7896
a 0 1925 8379
a 0 1926 8439
a 0 1927 8204
a 0 1928 8142
a 0 1929 8181
a 0 1930 8390
a 0 1931 8589
a 0 1932 8606
a 0 1933 8582
a 0 1934 8569
a 0 1935 8522
a 0 1936 8582
a 0 1937 8861
a 0 1938 8727
a 0 1939 8126
a 0 1940 7079
a 0 1941 5645
a 0 1942 5105
a 0 1943 6432
a 0 1944 7449
a 0 1945 8007
a 0 1946 8192
a 0 1947 8055
a 0 1948 8014
a 0 1949 8041
a 0 1950 8177
a 0 1951 8309
a 0 1952 8338
a 0 1953 8313
a 0 1954 8294
a 0 1955 8213
a 0 1956 8206
a 0 1957 8340
a 0 1958 8109
a 0 1959 7477
a 0 1960 6474
a 0 1961 5145
a 0 1962 4416
a 0 1963 5633
a 0 1964 6564
a 0 1965 7122
a 0 1966 7377
a 0 1967 7344
a 0 1968 7296
a 0 1969 7298
a 0 1970 7359
a 0 1971 7399
a 0 1972 7371
a 0 1973 7344
a 0 1974 7351
a 0 1975 7325
a 0 1976 7322
a 0 1977 7391
a 0 1978 7144
a 0 1979 6529
a 0 1980 5607
a 0 1981 4436
a 0 1982 3475
a 0 1983 4431
a 0 1984 5172
a 0 1985 5657
a 0 1986 5910
a 0 1987 5940
a 0 1988 5927
a 0 1989 5909
a 0 1990 5906
a 0 1991 5898
a 0 1992 5864
a 0 1993 5840
a 0 1994 5866
a 0 1995 5900
a 0 1996 5888
a 0 1997 5921
a 0 1998 5682
a 0 1999 5170
a 0 2000 4388
a 0 2001 3467
a 2 1 3335
a 3 1 4187
a 4 1 4776
a 5 1 5028
a 6 1 4868
a 7 1 4414
a 8 1 4020
a 9 1 3658
a 10 1 3468
a 11 1 3467
a 12 1 3662
a 13 1 3952
a 14 1 4360
a 15 1 4784
a 16 1 5240
a 17 1 5547
a 18 1 5521
a 19 1 5136
a 20 1 4446
a 21 1 3472
a 22 1 4212
a 23 1 5217
a 24 1 5856
a 25 1 6091
a 26 1 5839
a 27 1 5346
a 28 1 4911
a 29 1 4554
a 30 1 4371
a 31 1 4360
a 32 1 4518
a 33 1 4837
a 34 1 5261
a 35 1 5738
a 36 1 6312
a 37 1 6785
a 38 1 6830
a 39 1 6432
a 40 1 5642
a 41 1 4426
a 42 1 4829
a 43 1 5900
a 44 1 6542
a 45 1 6695
a 46 1 6413
a 47 1 5966
a 48 1 5648
a 49 1 5424
a 50 1 5346
a 51 1 5346
a 52 1 5387
a 53 1 5573
a 54 1 5842
a 55 1 6266
a 56 1 6903
a 57 1 7536
a 58 1 7663
a 59 1 7333
a 60 1 6510
a 61 1 5145
a 62 1 5150
a 63 1 6187
a 64 1 6827
a 65 1 6980
a 66 1 6768
a 67 1 6551
a 68 1 6524
a 69 1 6565
a 70 1 6671
a 71 1 6681
a 72 1 6530
a 73 1 6443
a 74 1 6393
a 75 1 6548
a 76 1 7102
a 77 1 7850
a 78 1 8094
a 79 1 7848
a 80 1 7077
a 81 1 5664
a 82 1 5265
a 83 1 6270
a 84 1 6860
a 85 1 6993
a 86 1 6892
a 87 1 6900
a 88 1 7110
a 89 1 7399
a 90 1 7670
a 91 1 7671
a 92 1 7320
a 93 1 6995
a 94 1 6678
a 95 1 6596
a 96 1 7026
a 97 1 7832
a 98 1 8148
a 99 1 7987
a 100 1 7286
a 101 1 5883
a 102 1 5128
a 103 1 6043
a 104 1 6562
a 105 1 6614
a 106 1 6603
a 107 1 6837
a 108 1 7309
a 109 1 7822
a 110 1 8264
a 111 1 8257
a 112 1 7753
a 113 1 7200
a 114 1 6666
a 115 1 6378
a 116 1 6744
a 117 1 7571
a 118 1 7943
a 119 1 7841
a 120 1 7212
a 121 1 5822
a 122 1 5098
a 123 1 5962
a 124 1 6440
a 125 1 6479
a 126 1 6534
a 127 1 6873
a 128 1 7537
a 129 1 8230
a 130 1 8796
a 131 1 8808
a 132 1 8250
a 133 1 7542
a 134 1 6844
a 135 1 6434
a 136 1 6758
a 137 1 7534
a 138 1 7920
a 139 1 7842
a 140 1 7201
a 141 1 5811
a 142 1 5183
a 143 1 6059
a 144 1 6568
a 145 1 6667
a 146 1 6756
a 147 1 7122
a 148 1 7840
a 149 1 8595
a 150 1 9173
a 151 1 9230
a 152 1 8677
a 153 1 7939
a 154 1 7190
a 155 1 6767
a 156 1 7028
a 157 1 7739
a 158 1 8082
a 159 1 7953
a 160 1 7263
a 161 1 5832
a 162 1 5310
a 163 1 6259
a 164 1 6784
a 165 1 6904
a 166 1 6981
a 167 1 7247
a 168 1 7906
a 169 1 8615
a 170 1 9150
a 171 1 9207
a 172 1 8773
a 173 1 8139
a 174 1 7530
a 175 1 7232
a 176 1 7539
a 177 1 8156
a 178 1 8371
a 179 1 8136
a 180 1 7351
a 181 1 5850
a 182 1 5353
a 183 1 6315
a 184 1 6902
a 185 1 7071
a 186 1 7170
a 187 1 7352
a 188 1 7975
a 189 1 8652
a 190 1 9170
a 191 1 9270
a 192 1 9020
a 193 1 8540
a 194 1 8039
a 195 1 7835
a 196 1 8138
a 197 1 8609
a 198 1 8696
a 199 1 8353
a 200 1 7434
a 201 1 5868
a 202 1 5469
a 203 1 6490
a 204 1 7105
a 205 1 7338
a 206 1 7403
a 207 1 7442
a 208 1 7962
a 209 1 8550
a 210 1 9041
a 211 1 9272
a 212 1 9237
a 213 1 8945
a 214 1 8642
a 215 1 8560
a 216 1 8779
a 217 1 9086
a 218 1 9004
a 219 1 8520
a 220 1 7466
a 221 1 5872
a 222 1 5535
a 223 1 6616
a 224 1 7292
a 225 1 7583
a 226 1 7632
a 227 1 7546
a 228 1 7910
a 229 1 8333
a 230 1 8739
a 231 1 9033
a 232 1 9161
a 233 1 9078
a 234 1 8998
a 235 1 9045
a 236 1 9217
a 237 1 9433
a 238 1 9210
a 239 1 8582
a 240 1 7452
a 241 1 5843
a 242 1 5560
a 243 1 6658
a 244 1 7342
a 245 1 7628
a 246 1 7663
a 247 1 7464
a 248 1 7716
a 249 1 7982
a 250 1 8306
a 251 1 8572
a 252 1 8763
a 253 1 8794
a 254 1 8943
a 255 1 9100
a 256 1 9335
a 257 1 9574
a 258 1 9328
a 259 1 8649
a 260 1 7490
a 261 1 5865
a 262 1 5583
a 263 1 6720
a 264 1 7457
a 265 1 7738
a 266 1 7732
a 267 1 7438
a 268 1 7521
a 269 1 7630
a 270 1 7835
a 271 1 8049
a 272 1 8225
a 273 1 8310
a 274 1 8543
a 275 1 8783
a 276 1 9109
a 277 1 9430
a 278 1 9259
a 279 1 8616
a 280 1 7473
a 281 1 5836
a 282 1 5703
a 283 1 6963
a 284 1 7751
a 285 1 8063
a 286 1 8027
a 287 1 7606
a 288 1 7447
a 289 1 7320
a 290 1 7295
a 291 1 7305
a 292 1 7337
a 293 1 7422
a 294 1 7743
a 295 1 8134
a 296 1 8633
a 297 1 9144
a 298 1 9098
a 299 1 8531
a 300 1 7461
a 301 1 5842
a 302 1 5750
a 303 1 7116
a 304 1 8026
a 305 1 8468
a 306 1 8499
a 307 1 8064
a 308 1 7705
a 309 1 7294
a 310 1 6896
a 311 1 6556
a 312 1 6315
a 313 1 6334
a 314 1 6711
a 315 1 7280
a 316 1 8034
a 317 1 8790
a 318 1 8933
a 319 1 8475
a 320 1 7470
a 321 1 5862
a 322 1 5826
a 323 1 7264
a 324 1 8223
a 325 1 8705
a 326 1 8750
a 327 1 8309
a 328 1 7852
a 329 1 7320
a 330 1 6724
a 331 1 6170
a 332 1 5716
a 333 1 5617
a 334 1 5935
a 335 1 6589
a 336 1 7514
a 337 1 8456
a 338 1 8747
a 339 1 8431
a 340 1 7466
a 341 1 5868
a 342 1 5836
a 343 1 7300
a 344 1 8269
a 345 1 8755
a 346 1 8792
a 347 1 8360
a 348 1 7881
a 349 1 7332
a 350 1 6708
a 351 1 6093
a 352 1 5599
a 353 1 5465
a 354 1 5727
a 355 1 6399
a 356 1 7360
a 357 1 8328
a 358 1 8670
a 359 1 8387
a 360 1 7437
a 361 1 5872
a 362 1 5772
a 363 1 7217
a 364 1 8159
a 365 1 8632
a 366 1 8707
a 367 1 8306
a 368 1 7871
a 369 1 7368
a 370 1 6770
a 371 1 6188
a 372 1 5719
a 373 1 5642
a 374 1 5941
a 375 1 6640
a 376 1 7562
a 377 1 8506
a 378 1 8761
a 379 1 8435
a 380 1 7451
a 381 1 5901
a 382 1 5736
a 383 1 7082
a 384 1 7984
a 385 1 8413
a 386 1 8444
a 387 1 8079
a 388 1 7757
a 389 1 7375
a 390 1 6958
a 391 1 6599
a 392 1 6314
a 393 1 6348
a 394 1 6694
a 395 1 7319
a 396 1 8076
a 397 1 8843
a 398 1 8950
a 399 1 8500
a 400 1 7426
a 401 1 5873
a 402 1 5647
a 403 1 6854
a 404 1 7600
a 405 1 7815
a 406 1 7728
a 407 1 7338
a 408 1 7152
a 409 1 7024
a 410 1 6966
a 411 1 6938
a 412 1 6919
a 413 1 7050
a 414 1 7362
a 415 1 7863
a 416 1 8440
a 417 1 9047
a 418 1 9061
a 419 1 8551
a 420 1 7443
a 421 1 5867
a 422 1 5455
a 423 1 6508
a 424 1 7098
a 425 1 7151
a 426 1 6991
a 427 1 6613
a 428 1 6533
a 429 1 6570
a 430 1 6734
a 431 1 6889
a 432 1 7021
a 433 1 7231
a 434 1 7584
a 435 1 8024
a 436 1 8534
a 437 1 9093
a 438 1 9073
a 439 1 8530
a 440 1 7444
a 441 1 5891
a 442 1 5297
