p max 2002 23936
a 0 1390 4966
a 0 1391 4844
a 0 1392 4524
a 0 1393 4548
a 0 1394 4627
a 0 1395 5415
a 0 1396 7066
a 0 1397 8573
a 0 1398 9770
a 0 1399 9801
a 0 1400 8539
a 0 1401 5906
a 0 1402 5598
a 0 1403 7191
a 0 1404 7866
a 0 1405 6846
a 0 1406 6041
a 0 1407 4948
a 0 1408 4684
a 0 1409 4861
a 0 1410 5229
a 0 1411 5827
a 0 1412 5978
a 0 1413 6310
a 0 1414 6678
a 0 1415 7345
a 0 1416 8342
a 0 1417 9047
a 0 1418 9762
a 0 1419 9631
a 0 1420 8491
a 0 1421 5852
a 0 1422 5509
a 0 1423 6956
a 0 1424 7587
a 0 1425 6360
a 0 1426 5904
a 0 1427 5306
a 0 1428 5811
a 0 1429 6529
a 0 1430 7022
a 0 1431 7391
a 0 1432 7368
a 0 1433 7649
a 0 1434 7995
a 0 1435 8225
a 0 1436 8769
a 0 1437 8991
a 0 1438 9492
a 0 1439 9573
a 0 1440 8612
a 0 1441 6127
a 0 1442 5442
a 0 1443 7051
a 0 1444 7150
a 0 1445 5923
a 0 1446 5559
a 0 1447 5568
a 0 1448 6337
a 0 1449 7041
a 0 1450 7701
a 0 1451 7761
a 0 1452 7687
a 0 1453 7458
a 0 1454 7228
a 0 1455 7393
a 0 1456 7825
a 0 1457 8644
a 0 1458 9222
a 0 1459 9590
a 0 1460 8660
a 0 1461 6034
a 0 1462 5765
a 0 1463 7385
a 0 1464 6920
a 0 1465 5431
a 0 1466 4620
a 0 1467 4790
a 0 1468 5294
a 0 1469 5661
a 0 1470 5761
a 0 1471 5662
a 0 1472 5420
a 0 1473 5213
a 0 1474 5089
a 0 1475 5503
a 0 1476 6578
a 0 1477 7821
a 0 1478 9082
a 0 1479 9422
a 0 1480 8483
a 0 1481 5836
a 0 1482 5695
a 0 1483 7398
a 0 1484 6458
a 0 1485 4466
a 0 1486 2979
a 0 1487 2649
a 0 1488 2818
a 0 1489 2706
a 0 1490 2781
a 0 1491 2433
a 0 1492 2929
a 0 1493 2662
a 0 1494 2697
a 0 1495 3230
a 0 1496 5049
a 0 1497 7172
a 0 1498 8805
a 0 1499 9331
a 0 1500 8301
a 0 1501 5857
a 0 1502 5754
a 0 1503 7231
a 0 1504 5940
a 0 1505 3393
a 0 1506 1837
a 0 1507 1854
a 0 1508 2187
a 0 1509 1542
a 0 1510 632
a 0 1511 376
a 0 1512 1788
a 0 1513 2187
a 0 1514 2724
a 0 1515 3346
a 0 1516 5312
a 0 1517 7292
a 0 1518 8561
a 0 1519 9176
a 0 1520 7958
a 0 1521 5485
a 0 1522 5861
a 0 1523 6941
a 0 1524 5350
a 0 1525 2620
a 0 1526 1677
a 0 1527 2903
a 0 1528 3742
a 0 1529 3161
a 0 1530 1598
a 0 1531 1195
a 0 1532 3491
a 0 1533 4651
a 0 1534 5360
a 0 1535 5264
a 0 1536 6540
a 0 1537 7899
a 0 1538 8686
a 0 1539 9198
a 0 1540 8228
a 0 1541 5793
a 0 1542 6232
a 0 1543 7308
a 0 1544 5153
a 0 1545 2568
a 0 1546 2074
a 0 1547 4648
a 0 1548 5836
a 0 1549 5054
a 0 1550 2364
a 0 1551 2285
a 0 1552 4822
a 0 1553 7117
a 0 1554 8056
a 0 1555 7743
a 0 1556 7961
a 0 1557 8474
a 0 1558 9019
a 0 1559 9291
a 0 1560 8235
a 0 1561 5769
a 0 1562 5953
a 0 1563 7413
a 0 1564 5415
a 0 1565 3247
a 0 1566 2707
a 0 1567 5694
a 0 1568 7080
a 0 1569 6462
a 0 1570 3815
a 0 1571 3905
a 0 1572 6149
a 0 1573 8575
a 0 1574 9374
a 0 1575 9146
a 0 1576 8982
a 0 1577 8994
a 0 1578 9165
a 0 1579 9130
a 0 1580 8231
a 0 1581 5935
a 0 1582 5884
a 0 1583 7547
a 0 1584 6004
a 0 1585 3636
a 0 1586 2656
a 0 1587 4740
a 0 1588 6037
a 0 1589 5694
a 0 1590 3719
a 0 1591 4451
a 0 1592 6544
a 0 1593 8759
a 0 1594 9264
a 0 1595 9009
a 0 1596 8864
a 0 1597 8825
a 0 1598 8902
a 0 1599 8763
a 0 1600 8012
a 0 1601 6092
a 0 1602 5499
a 0 1603 7133
a 0 1604 6673
a 0 1605 4631
a 0 1606 3351
a 0 1607 3731
a 0 1608 4208
a 0 1609 4063
a 0 1610 3820
a 0 1611 5348
a 0 1612 7387
a 0 1613 8921
a 0 1614 9027
a 0 1615 8856
a 0 1616 8801
a 0 1617 9108
a 0 1618 9071
a 0 1619 8877
a 0 1620 8111
a 0 1621 6077
a 0 1622 5889
a 0 1623 7211
a 0 1624 7377
a 0 1625 5318
a 0 1626 3855
a 0 1627 2693
a 0 1628 2531
a 0 1629 3095
a 0 1630 4348
a 0 1631 6590
a 0 1632 8118
a 0 1633 8795
a 0 1634 8521
a 0 1635 8340
a 0 1636 8493
a 0 1637 9135
a 0 1638 9335
a 0 1639 9138
a 0 1640 7930
a 0 1641 6100
a 0 1642 5874
a 0 1643 7441
a 0 1644 7989
a 0 1645 6868
a 0 1646 5658
a 0 1647 4154
a 0 1648 3775
a 0 1649 4497
a 0 1650 6292
a 0 1651 7874
a 0 1652 8791
a 0 1653 8811
a 0 1654 8496
a 0 1655 8580
a 0 1656 8531
a 0 1657 9259
a 0 1658 9351
a 0 1659 9487
a 0 1660 7930
a 0 1661 5758
a 0 1662 6116
a 0 1663 7819
a 0 1664 8514
a 0 1665 7362
a 0 1666 6400
a 0 1667 5218
a 0 1668 5251
a 0 1669 6147
a 0 1670 7296
a 0 1671 8096
a 0 1672 8380
a 0 1673 7910
a 0 1674 7623
a 0 1675 7655
a 0 1676 8054
a 0 1677 8668
a 0 1678 9045
a 0 1679 9316
a 0 1680 7958
a 0 1681 5575
a 0 1682 6035
a 0 1683 7612
a 0 1684 7918
a 0 1685 6854
a 0 1686 5883
a 0 1687 4990
a 0 1688 4793
a 0 1689 5168
a 0 1690 5844
a 0 1691 5838
a 0 1692 6188
a 0 1693 5494
a 0 1694 5380
a 0 1695 5250
a 0 1696 6032
a 0 1697 7413
a 0 1698 8524
a 0 1699 9215
a 0 1700 7820
a 0 1701 5267
a 0 1702 5662
a 0 1703 6834
a 0 1704 6703
a 0 1705 4845
a 0 1706 3900
a 0 1707 3142
a 0 1708 3035
a 0 1709 2821
a 0 1710 2653
a 0 1711 2623
a 0 1712 2902
a 0 1713 2670
a 0 1714 2743
a 0 1715 3272
a 0 1716 4826
a 0 1717 6706
a 0 1718 8327
a 0 1719 8911
a 0 1720 7907
a 0 1721 5177
a 0 1722 5504
a 0 1723 6305
a 0 1724 5705
a 0 1725 3365
a 0 1726 2380
a 0 1727 2363
a 0 1728 2548
a 0 1729 1865
a 0 1730 896
a 0 1731 775
a 0 1732 1376
a 0 1733 1715
a 0 1734 1882
a 0 1735 2858
a 0 1736 4465
a 0 1737 6555
a 0 1738 8095
a 0 1739 8839
a 0 1740 7719
a 0 1741 5338
a 0 1742 5346
a 0 1743 6299
a 0 1744 5552
a 0 1745 2987
a 0 1746 2351
a 0 1747 3571
a 0 1748 4365
a 0 1749 3493
a 0 1750 1301
a 0 1751 1117
a 0 1752 2026
a 0 1753 3634
a 0 1754 4084
a 0 1755 5213
a 0 1756 6043
a 0 1757 7375
a 0 1758 8263
a 0 1759 8935
a 0 1760 8117
a 0 1761 5937
a 0 1762 5289
a 0 1763 6326
a 0 1764 5569
a 0 1765 3229
a 0 1766 2943
a 0 1767 5278
a 0 1768 5995
a 0 1769 4905
a 0 1770 1853
a 0 1771 1997
a 0 1772 3413
a 0 1773 5719
a 0 1774 6396
a 0 1775 7263
a 0 1776 8002
a 0 1777 8856
a 0 1778 9279
a 0 1779 9270
a 0 1780 8053
a 0 1781 5925
a 0 1782 5474
a 0 1783 6607
a 0 1784 5361
a 0 1785 3076
a 0 1786 3087
a 0 1787 5991
a 0 1788 6639
a 0 1789 5459
a 0 1790 2020
a 0 1791 2202
a 0 1792 3714
a 0 1793 6843
a 0 1794 7915
a 0 1795 8534
a 0 1796 8679
a 0 1797 9260
a 0 1798 9837
a 0 1799 9708
a 0 1800 8318
a 0 1801 6011
a 0 1802 5902
a 0 1803 6869
a 0 1804 5458
a 0 1805 3272
a 0 1806 3386
a 0 1807 5936
a 0 1808 6541
a 0 1809 5248
a 0 1810 1889
a 0 1811 1767
a 0 1812 2582
a 0 1813 5412
a 0 1814 6732
a 0 1815 8270
a 0 1816 9075
a 0 1817 9489
a 0 1818 9775
a 0 1819 9178
a 0 1820 7867
a 0 1821 5325
a 0 1822 6709
a 0 1823 7429
a 0 1824 5970
a 0 1825 3297
a 0 1826 3452
a 0 1827 5397
a 0 1828 6077
a 0 1829 4842
a 0 1830 2111
a 0 1831 1783
a 0 1832 2089
a 0 1833 4142
a 0 1834 5660
a 0 1835 7112
a 0 1836 7829
a 0 1837 8277
a 0 1838 9154
a 0 1839 9113
a 0 1840 7881
a 0 1841 5164
a 0 1842 6696
a 0 1843 7895
a 0 1844 6893
a 0 1845 4596
a 0 1846 3979
a 0 1847 4771
a 0 1848 4752
a 0 1849 4106
a 0 1850 2824
a 0 1851 3278
a 0 1852 3036
a 0 1853 3600
a 0 1854 3894
a 0 1855 5233
a 0 1856 6359
a 0 1857 7455
a 0 1858 8480
a 0 1859 8937
a 0 1860 7723
a 0 1861 4967
a 0 1862 6318
a 0 1863 8101
a 0 1864 7720
a 0 1865 5899
a 0 1866 4718
a 0 1867 4270
a 0 1868 3409
a 0 1869 3364
a 0 1870 3611
a 0 1871 5243
a 0 1872 5420
a 0 1873 5093
a 0 1874 4247
a 0 1875 4031
a 0 1876 4678
a 0 1877 6549
a 0 1878 8289
a 0 1879 9558
a 0 1880 7975
a 0 1881 5324
a 0 1882 6380
a 0 1883 8248
a 0 1884 8562
a 0 1885 7501
a 0 1886 6159
a 0 1887 4418
a 0 1888 3402
a 0 1889 4102
a 0 1890 5704
a 0 1891 7435
a 0 1892 7544
a 0 1893 6687
a 0 1894 5595
a 0 1895 5155
a 0 1896 5557
a 0 1897 6952
a 0 1898 8275
a 0 1899 9765
a 0 1900 8436
a 0 1901 6027
a 0 1902 6514
a 0 1903 8172
a 0 1904 8986
a 0 1905 8605
a 0 1906 8179
a 0 1907 6546
a 0 1908 5706
a 0 1909 6156
a 0 1910 7654
a 0 1911 8762
a 0 1912 8888
a 0 1913 8100
a 0 1914 7870
a 0 1915 7399
a 0 1916 7566
a 0 1917 7746
a 0 1918 8507
a 0 1919 9408
a 0 1920 8368
a 0 1921 6309
a 0 1922 6240
a 0 1923 7985
a 0 1924 9366
a 0 1925 9412
a 0 1926 9309
a 0 1927 8145
a 0 1928 7788
a 0 1929 8043
a 0 1930 8880
a 0 1931 9239
a 0 1932 9346
a 0 1933 9190
a 0 1934 9142
a 0 1935 9172
a 0 1936 9005
a 0 1937 8622
a 0 1938 8682
a 0 1939 8981
a 0 1940 8157
a 0 1941 6295
a 0 1942 5662
a 0 1943 7947
a 0 1944 9414
a 0 1945 9884
a 0 1946 9932
a 0 1947 9733
a 0 1948 9370
a 0 1949 9053
a 0 1950 8938
a 0 1951 9181
a 0 1952 9359
a 0 1953 9630
a 0 1954 9323
a 0 1955 9501
a 0 1956 9051
a 0 1957 8917
a 0 1958 8775
a 0 1959 8992
a 0 1960 7788
a 0 1961 5620
a 0 1962 4487
a 0 1963 6346
a 0 1964 8110
a 0 1965 8485
a 0 1966 8721
a 0 1967 8584
a 0 1968 8348
a 0 1969 8051
a 0 1970 7415
a 0 1971 7839
a 0 1972 7969
a 0 1973 8620
a 0 1974 8157
a 0 1975 8358
a 0 1976 7849
a 0 1977 8055
a 0 1978 7786
a 0 1979 7734
a 0 1980 6333
a 0 1981 4212
a 0 1982 3423
a 0 1983 4692
a 0 1984 5824
a 0 1985 6280
a 0 1986 6902
a 0 1987 6927
a 0 1988 6523
a 0 1989 6033
a 0 1990 5648
a 0 1991 5929
a 0 1992 5785
a 0 1993 5719
a 0 1994 5636
a 0 1995 5915
a 0 1996 5781
a 0 1997 5774
a 0 1998 5662
a 0 1999 5810
a 0 2000 4459
a 0 2001 2778
a 2 1 4033
a 3 1 5807
a 4 1 6642
a 5 1 6538
a 6 1 6092
a 7 1 5252
a 8 1 4351
a 9 1 2843
a 10 1 2627
a 11 1 2564
a 12 1 3088
a 13 1 3799
a 14 1 4447
a 15 1 5590
a 16 1 5794
a 17 1 6462
a 18 1 6176
a 19 1 5982
a 20 1 4825
a 21 1 3535
a 22 1 5490
a 23 1 7656
a 24 1 8363
a 25 1 7609
a 26 1 6335
a 27 1 5359
a 28 1 4398
a 29 1 3214
a 30 1 2417
a 31 1 2782
a 32 1 3386
a 33 1 4702
a 34 1 5189
a 35 1 6415
a 36 1 7324
a 37 1 8514
a 38 1 8479
a 39 1 8294
a 40 1 6866
a 41 1 4795
a 42 1 6464
a 43 1 8609
a 44 1 9072
a 45 1 7743
a 46 1 5942
a 47 1 4773
a 48 1 4396
a 49 1 4061
a 50 1 3783
a 51 1 3789
a 52 1 3876
a 53 1 4450
a 54 1 4477
a 55 1 5476
a 56 1 6996
a 57 1 8875
a 58 1 9595
a 59 1 9446
a 60 1 7711
a 61 1 5239
a 62 1 6220
a 63 1 8149
a 64 1 7939
a 65 1 6110
a 66 1 4082
a 67 1 4025
a 68 1 4994
a 69 1 5722
a 70 1 5642
a 71 1 5479
a 72 1 5181
a 73 1 5127
a 74 1 4167
a 75 1 4231
a 76 1 5371
a 77 1 7618
a 78 1 9198
a 79 1 9641
a 80 1 8275
a 81 1 5848
a 82 1 6298
a 83 1 7729
a 84 1 7135
a 85 1 5300
a 86 1 4001
a 87 1 5055
a 88 1 6708
a 89 1 7878
a 90 1 7845
a 91 1 7193
a 92 1 6733
a 93 1 5886
a 94 1 4377
a 95 1 3185
a 96 1 3696
a 97 1 5813
a 98 1 8113
a 99 1 9270
a 100 1 8136
a 101 1 5673
a 102 1 5811
a 103 1 6889
a 104 1 5859
a 105 1 4156
a 106 1 3544
a 107 1 5726
a 108 1 7875
a 109 1 9358
a 110 1 9221
a 111 1 8807
a 112 1 8551
a 113 1 7702
a 114 1 5466
a 115 1 3203
a 116 1 2874
a 117 1 4880
a 118 1 7538
a 119 1 8997
a 120 1 7949
a 121 1 5582
a 122 1 5999
a 123 1 7085
a 124 1 5834
a 125 1 3801
a 126 1 3250
a 127 1 5416
a 128 1 7734
a 129 1 9196
a 130 1 9484
a 131 1 9335
a 132 1 9070
a 133 1 7701
a 134 1 5186
a 135 1 2955
a 136 1 2909
a 137 1 5321
a 138 1 7925
a 139 1 9028
a 140 1 7702
a 141 1 5117
a 142 1 5156
a 143 1 6840
a 144 1 5813
a 145 1 4032
a 146 1 3069
a 147 1 4575
a 148 1 7071
a 149 1 8790
a 150 1 9593
a 151 1 9641
a 152 1 9076
a 153 1 7119
a 154 1 4066
a 155 1 2213
a 156 1 3320
a 157 1 6091
a 158 1 8674
a 159 1 8964
a 160 1 7636
a 161 1 5022
a 162 1 5172
a 163 1 7208
a 164 1 6969
a 165 1 4973
a 166 1 3733
a 167 1 4363
a 168 1 6765
a 169 1 8403
a 170 1 9173
a 171 1 9475
a 172 1 8860
a 173 1 6740
a 174 1 4028
a 175 1 3034
a 176 1 4994
a 177 1 7562
a 178 1 9309
a 179 1 9362
a 180 1 7958
a 181 1 5442
a 182 1 5295
a 183 1 7242
a 184 1 7777
a 185 1 6269
a 186 1 5017
a 187 1 4919
a 188 1 6640
a 189 1 8259
a 190 1 8803
a 191 1 9129
a 192 1 8506
a 193 1 7223
a 194 1 4993
a 195 1 4585
a 196 1 6421
a 197 1 8550
a 198 1 9600
a 199 1 9374
a 200 1 8275
a 201 1 5904
a 202 1 5329
a 203 1 7077
a 204 1 8069
a 205 1 6935
a 206 1 6209
a 207 1 5971
a 208 1 7355
a 209 1 8260
a 210 1 8676
a 211 1 8813
a 212 1 8839
a 213 1 8480
a 214 1 7336
a 215 1 7118
a 216 1 8055
a 217 1 9102
a 218 1 9454
a 219 1 9519
a 220 1 8687
a 221 1 6588
a 222 1 5388
a 223 1 6929
a 224 1 7573
a 225 1 6889
a 226 1 6402
a 227 1 6393
a 228 1 7266
a 229 1 7965
a 230 1 8465
a 231 1 8645
a 232 1 8744
a 233 1 8799
a 234 1 8309
a 235 1 8275
a 236 1 8709
a 237 1 9273
a 238 1 9438
a 239 1 9352
a 240 1 8618
a 241 1 6699
a 242 1 5141
a 243 1 6884
a 244 1 7035
a 245 1 6093
a 246 1 5650
a 247 1 5830
a 248 1 6589
a 249 1 6983
a 250 1 7950
a 251 1 8100
a 252 1 8850
a 253 1 8643
a 254 1 9043
a 255 1 8724
a 256 1 9149
a 257 1 8892
a 258 1 9160
a 259 1 9213
a 260 1 8619
a 261 1 6474
a 262 1 5356
a 263 1 7095
a 264 1 7057
a 265 1 5615
a 266 1 4937
a 267 1 4648
a 268 1 5085
a 269 1 5307
a 270 1 6254
a 271 1 6609
a 272 1 7635
a 273 1 8161
a 274 1 9077
a 275 1 9019
a 276 1 9198
a 277 1 8760
a 278 1 9019
a 279 1 9131
a 280 1 8487
a 281 1 6066
a 282 1 5599
a 283 1 7677
a 284 1 8401
a 285 1 7106
a 286 1 6038
a 287 1 4843
a 288 1 4831
a 289 1 4527
a 290 1 4936
a 291 1 4913
a 292 1 5802
a 293 1 6492
a 294 1 7540
a 295 1 7971
a 296 1 8743
a 297 1 8804
a 298 1 9193
a 299 1 9562
a 300 1 8728
a 301 1 6145
a 302 1 6064
a 303 1 7842
a 304 1 8859
a 305 1 8554
a 306 1 8162
a 307 1 6875
a 308 1 6268
a 309 1 5398
a 310 1 4509
a 311 1 4010
a 312 1 3831
a 313 1 4857
a 314 1 5440
a 315 1 6602
a 316 1 7615
a 317 1 8331
a 318 1 8839
a 319 1 9269
a 320 1 8416
a 321 1 5985
a 322 1 6324
a 323 1 8391
a 324 1 9782
a 325 1 10000
a 326 1 9840
a 327 1 8760
a 328 1 7994
a 329 1 7214
a 330 1 5969
a 331 1 4885
a 332 1 3324
a 333 1 2615
a 334 1 2462
a 335 1 3760
a 336 1 6229
a 337 1 7972
a 338 1 8994
a 339 1 9105
a 340 1 8000
a 341 1 5515
a 342 1 6273
a 343 1 7977
a 344 1 9143
a 345 1 9532
a 346 1 9846
a 347 1 9414
a 348 1 8881
a 349 1 7971
a 350 1 6689
a 351 1 5279
a 352 1 3592
a 353 1 2244
a 354 1 1470
a 355 1 2472
a 356 1 5008
a 357 1 7420
a 358 1 8762
a 359 1 9084
a 360 1 7828
a 361 1 5312
a 362 1 5867
a 363 1 7793
a 364 1 9076
a 365 1 8906
a 366 1 8695
a 367 1 8128
a 368 1 7674
a 369 1 7021
a 370 1 6260
a 371 1 5373
a 372 1 4117
a 373 1 2627
a 374 1 2001
a 375 1 3033
a 376 1 5672
a 377 1 8073
a 378 1 9298
a 379 1 9444
a 380 1 7933
a 381 1 5325
a 382 1 5900
a 383 1 7260
a 384 1 8260
a 385 1 7549
a 386 1 7118
a 387 1 6437
a 388 1 5994
a 389 1 5584
a 390 1 4966
a 391 1 4844
a 392 1 4524
a 393 1 4548
a 394 1 4627
a 395 1 5415
a 396 1 7066
a 397 1 8573
a 398 1 9770
a 399 1 9801
a 400 1 8539
a 401 1 5906
a 402 1 5598
a 403 1 7191
a 404 1 7866
a 405 1 6846
a 406 1 6041
a 407 1 4948
a 408 1 4684
a 409 1 4861
a 410 1 5229
a 411 1 5827
a 412 1 5978
a 413 1 6310
a 414 1 6678
a 415 1 7345
a 416 1 8342
a 417 1 9047
a 418 1 9762
a 419 1 9631
a 420 1 8491
a 421 1 5852
a 422 1 5509
a 423 1 6956
a 424 1 7587
a 425 1 6360
a 426 1 5904
a 427 1 5306
a 428 1 5811
a 429 1 6529
a 430 1 7022
a 431 1 7391
a 432 1 7368
a 433 1 7649
a 434 1 7995
a 435 1 8225
a 436 1 8769
a 437 1 8991
a 438 1 9492
a 439 1 9573
a 440 1 8612
a 441 1 6127
a 442 1 5442
